f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9
-0.12955014,-0.07393889,0.17670529,0.08544631,-0.08883643,0.19674361,0.047195982,0.10779392,0.15524751,0.08727348
-0.14558977,-0.008985654,0.15041831,0.12045681,-0.1713945,0.16810359,-0.005104499,0.08373104,0.12595418,0.040286038
-0.13829854,-0.057670288,0.17810829,0.097037785,-0.1075615,0.1934102,0.02989165,0.10476085,0.14984284,0.07578391
-0.12203713,0.010469079,0.15044577,0.117204,-0.15779755,0.17010093,-0.0055199186,0.10854907,0.1385153,0.03609521
-0.08108178,-0.13922213,0.14697449,0.03457591,-0.0009726077,0.19160119,0.11438776,0.10384959,0.15554303,0.12708934
-0.13718994,-0.06465217,0.17937417,0.09372648,-0.101983696,0.1946241,0.038188927,0.10459713,0.14872624,0.08090674
-0.06383671,-0.16932133,0.14194107,0.010665214,0.015188674,0.19736934,0.13670292,0.10077026,0.13362175,0.14965485
-0.12435996,0.0018710078,0.15212446,0.12662977,-0.16437957,0.1475029,0.0073187337,0.099645026,0.13842456,0.03442243
-0.13852938,-0.0002439371,0.14329362,0.12909935,-0.1879915,0.15660271,-0.02143564,0.08813361,0.12753522,0.012600139
-0.11992225,-0.008451887,0.13435909,0.12841676,-0.17947857,0.15059812,-0.021597654,0.09535221,0.1337612,0.03177523
-0.1408079,-0.0017446623,0.14444566,0.12209994,-0.17125127,0.17573582,0.008286964,0.09757363,0.1342773,0.035012644
-0.0725879,-0.1208545,0.16490239,0.04783284,-0.00781673,0.19071949,0.11769509,0.105958775,0.1429854,0.1348569
-0.09640593,-0.13152194,0.14955814,0.041348305,-0.019817935,0.1844525,0.095668964,0.11116953,0.1564796,0.1195373
-0.07638711,-0.14680183,0.14647909,0.023787789,0.011008204,0.18080994,0.11941383,0.09926495,0.14464651,0.13643245
-0.082722574,-0.12171993,0.12654388,0.039264012,-0.040287077,0.18755707,0.09917699,0.1141645,0.18241931,0.12613499
-0.08959253,-0.12733525,0.15364695,0.0475994,-0.005282247,0.18482943,0.105015285,0.10121827,0.14832675,0.121996924
-0.12426358,0.0068094307,0.13325126,0.11158713,-0.15731974,0.16972935,0.022638205,0.10808851,0.14954959,0.04261174
-0.12436699,-0.014946685,0.15410738,0.13397688,-0.16963631,0.15168293,-0.004184598,0.09772371,0.13345462,0.029549548
-0.050297152,-0.16878535,0.12041843,0.008065732,0.03778065,0.18331002,0.13393651,0.08554696,0.14441323,0.14012937
-0.11371187,-0.021678766,0.14967811,0.1262172,-0.1703717,0.14732102,0.017349973,0.0944746,0.13076115,0.038736474
-0.1341968,-0.001232474,0.1544675,0.11275858,-0.16785638,0.15176612,-0.003633027,0.0957227,0.1406819,0.034234602
-0.13575436,0.021240361,0.14246228,0.13152987,-0.17372856,0.14711663,-0.0118175205,0.10047469,0.13398811,0.024196954
-0.14165044,-0.016727515,0.16572863,0.109727845,-0.14133345,0.16246065,0.011712823,0.08680348,0.12526685,0.05409922
-0.12533993,0.00058770576,0.15286385,0.13567185,-0.1752453,0.14492843,-0.011703872,0.09437135,0.1280706,0.019483395
-0.08060257,-0.13417868,0.15022151,0.039931837,-0.010918456,0.19060993,0.11063766,0.107683346,0.14494325,0.13057776
-0.14165044,-0.016727515,0.16572863,0.109727845,-0.14133345,0.16246065,0.011712823,0.08680348,0.12526685,0.05409922
-0.13039139,0.0030777424,0.14434937,0.12580357,-0.16330323,0.15287444,0.0022907685,0.10567423,0.13913542,0.030164052
-0.12878263,-0.02378776,0.14038779,0.11250581,-0.15098384,0.17845716,0.035816442,0.10728942,0.15201816,0.059119787
-0.12076972,-0.020865105,0.1479706,0.11633433,-0.16369104,0.15674198,0.020199893,0.099360414,0.13780436,0.04175598
-0.06996838,-0.14256722,0.15066446,0.031167332,0.010399516,0.18183151,0.1254169,0.09188417,0.15240993,0.12643503
-0.14054622,-0.06452166,0.17987262,0.09624231,-0.10410241,0.19367449,0.03906891,0.10257499,0.14391808,0.08089222
-0.13493864,-0.08079381,0.17863785,0.087062694,-0.08708601,0.19580133,0.057349745,0.10293902,0.14288986,0.09306393
-0.0600029,-0.1457541,0.15135325,0.01821707,0.021008536,0.18594445,0.11917072,0.10114804,0.15927942,0.14362578
-0.12711787,-0.006015035,0.13365567,0.1284584,-0.17839341,0.17326084,0.000605473,0.09714191,0.14248675,0.020109966
-0.08742234,-0.10921995,0.13263999,0.06716517,-0.047012705,0.16485502,0.10648412,0.10218617,0.15095913,0.099654436
-0.06916663,-0.16022909,0.13680594,0.03507272,0.010291702,0.17534527,0.12757684,0.105539314,0.14475925,0.13389432
-0.14109685,-0.028325818,0.16112487,0.11202249,-0.14186005,0.15649123,0.011139534,0.095838204,0.1552164,0.035375316
-0.0878565,-0.12820926,0.1557868,0.05894704,-0.019545862,0.18614405,0.09124892,0.10340763,0.15739398,0.106341965
-0.09412338,-0.0831594,0.12173715,0.0667711,-0.082624935,0.2082295,0.07713378,0.11739497,0.18713742,0.08732661
-0.12625092,-0.022416005,0.15026933,0.12634295,-0.17362468,0.14783031,0.016902635,0.09543378,0.13063927,0.047022834
-0.04994836,-0.174007,0.12080028,0.0051191524,0.032602463,0.17072976,0.12722799,0.09171371,0.1419555,0.15339759
-0.14394647,0.013503107,0.13999721,0.13224737,-0.17036167,0.14497569,-0.0054575675,0.093813606,0.13233714,0.02469641
-0.061228827,-0.14350489,0.1441271,0.021202605,0.021446703,0.1809646,0.1265955,0.104272336,0.14692031,0.13890232
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.071749374,-0.13890328,0.15062606,0.027753085,0.011498764,0.18682578,0.11924577,0.10559643,0.15335684,0.13422768
-0.06923604,-0.15611991,0.12869146,0.02193141,0.021547902,0.18576592,0.13619351,0.09738588,0.14439802,0.14648844
-0.05709057,-0.15705408,0.1325377,0.010371607,0.03626425,0.18683966,0.12024163,0.0932246,0.13566253,0.13609268
-0.066191755,-0.15932947,0.14354919,0.024250986,0.005037931,0.1764869,0.12191845,0.09566289,0.14866905,0.13159977
-0.07625422,-0.14942202,0.14151733,0.031271193,0.0076026516,0.18506284,0.11260053,0.102826424,0.15336762,0.13093781
-0.13698329,0.013754521,0.145523,0.13133529,-0.16833849,0.1457935,-0.0067914613,0.10156408,0.13434441,0.031773284
-0.13001497,-0.07716278,0.17786244,0.08394693,-0.08707383,0.19671576,0.052114334,0.10708444,0.15270026,0.089642584
-0.10406453,-0.09234913,0.14442135,0.08007111,-0.06948882,0.20387517,0.07978221,0.10691841,0.18138237,0.09834126
-0.07669029,-0.12455729,0.13062315,0.051416956,0.007361013,0.18413293,0.120330244,0.100671954,0.15312453,0.11656262
-0.12592748,0.007047071,0.13793793,0.1226392,-0.16945706,0.1569991,0.0025072768,0.10881671,0.13357781,0.021644577
-0.06344098,-0.15575767,0.14279696,0.02462078,0.029910991,0.17681816,0.12550358,0.10025967,0.15358005,0.13438223
-0.087022625,-0.13907863,0.14656371,0.0329635,0.0006583252,0.18357654,0.11296746,0.10297462,0.15443218,0.1260897
-0.13851587,0.01869959,0.14063336,0.13187008,-0.17401658,0.15408513,-0.00620186,0.094573125,0.13104424,0.027690398
-0.123583995,-0.080345,0.15297106,0.11253267,-0.12242856,0.1643952,0.066775165,0.10879328,0.14311472,0.08421592
-0.08618436,-0.10686117,0.10895345,0.06291858,-0.048371356,0.19034676,0.10360315,0.105700426,0.16596222,0.0911465
-0.05820873,-0.16297586,0.13352841,0.016269041,0.03705974,0.1856398,0.11925572,0.08963285,0.13952394,0.13596213
-0.06477599,-0.13271633,0.13494775,0.03626487,0.0011344933,0.18927664,0.09717885,0.08487159,0.150751,0.11374546
-0.053611808,-0.15481853,0.13490708,0.024203105,0.0016338514,0.18872432,0.12291458,0.10289045,0.14390354,0.1515292
-0.120813265,0.01149335,0.14781643,0.12352041,-0.16809441,0.14911534,0.007916207,0.10421576,0.13231482,0.028039323
-0.094574034,-0.0990846,0.15603366,0.045126975,-0.037226476,0.18410887,0.078826115,0.11423878,0.16935384,0.101830214
-0.14894475,0.0026915432,0.1481025,0.13211206,-0.15966932,0.1462873,-0.008820125,0.09208006,0.13625015,0.023070185
-0.13693598,0.0028753572,0.13351172,0.11272588,-0.18041468,0.15754412,0.012865267,0.10137135,0.1379611,0.032463375
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.14271659,-0.053519774,0.17759134,0.101583645,-0.113206215,0.19174011,0.026623538,0.10220348,0.1443485,0.07332461
-0.07938474,-0.13361853,0.14731573,0.042506184,0.0007675612,0.18806316,0.11688039,0.108785264,0.1539353,0.12374787
-0.06727318,-0.121972136,0.16836576,0.046947002,-0.012832646,0.19075891,0.12023852,0.10394525,0.14525726,0.13236366
-0.089251064,-0.114754766,0.1511599,0.059317194,-0.045938697,0.17862436,0.12719133,0.103236444,0.14225928,0.10250446
-0.065763876,-0.14982618,0.13604394,0.024662927,0.019931234,0.18616314,0.11125155,0.08695896,0.15280047,0.12812151
-0.13786049,-0.016942652,0.1535359,0.122744404,-0.13671167,0.15943943,0.016839767,0.10563822,0.15066111,0.049164295
-0.08389854,-0.10607933,0.14359081,0.048623428,-0.046433117,0.18623516,0.1147241,0.13364409,0.17975327,0.121449485
-0.063294396,-0.14164886,0.149371,0.033455096,0.0005559483,0.1944615,0.11049564,0.113799654,0.15231803,0.13213372
-0.071802944,-0.14790791,0.14338367,0.018082947,0.015778739,0.18032524,0.12970133,0.09693639,0.14932084,0.1301448
-0.07264318,-0.12709813,0.14165238,0.025697427,-0.035748634,0.17883286,0.11220248,0.11575408,0.1840064,0.12668952
-0.1354677,0.011955577,0.15166534,0.13515575,-0.16110128,0.14409478,0.0004953615,0.10464546,0.12921557,0.022461744
-0.06710306,-0.13755271,0.1713007,0.054026395,-0.027218057,0.17999849,0.11908256,0.116943486,0.15813732,0.12929809
-0.11440351,-0.05158677,0.13995323,0.0973215,-0.12473055,0.19035846,0.040575802,0.10698448,0.16387339,0.069665626
-0.13909104,0.00092775177,0.14280108,0.121761546,-0.17056215,0.17403974,0.006814201,0.09777747,0.13531367,0.03373441
-0.14449619,-0.0027045223,0.15070012,0.112038046,-0.1595451,0.16728802,-0.0018683636,0.10326921,0.14455184,0.041738812
-0.1268465,-0.0073427274,0.14052841,0.1205452,-0.15128914,0.15883479,0.02801986,0.109205775,0.13618653,0.047386598
-0.069489814,-0.1681646,0.13308473,0.017777538,0.022754258,0.17476316,0.123094566,0.093078256,0.1440612,0.14091359
-0.12846437,0.018424593,0.1349563,0.13748227,-0.1802489,0.14173001,-0.01434332,0.10114206,0.12574425,0.014789162
-0.086101785,-0.13607043,0.1513915,0.038695227,-0.003048621,0.18453142,0.1128883,0.10375193,0.15123262,0.12091762
-0.05988905,-0.14892466,0.13195273,0.02865303,0.03175022,0.18045291,0.11619406,0.10732481,0.14537607,0.121050924
-0.10336178,-0.12417684,0.1463873,0.06556055,-0.039948534,0.17843306,0.0936765,0.10741977,0.15572327,0.13014457
-0.1251111,-0.018046081,0.17300947,0.13240877,-0.15446526,0.15138496,0.021116821,0.10578701,0.14415158,0.04498038
-0.13938463,0.00018825087,0.14382519,0.12648529,-0.16398492,0.15175061,0.0015794958,0.10053324,0.13639612,0.037550453
-0.1315384,-0.024787406,0.15440646,0.119049676,-0.15915143,0.16938545,0.010094145,0.0937847,0.14227973,0.053456
-0.13117513,0.008373426,0.15446061,0.13197847,-0.17499839,0.13401324,0.014345932,0.09163348,0.13565691,0.030617815
-0.14560585,-0.011200406,0.15051515,0.12115384,-0.1706151,0.16838564,-0.0052437196,0.08191633,0.12429039,0.04050808
-0.081014425,-0.14340869,0.14396517,0.025768623,0.007364709,0.17991129,0.120268606,0.10253058,0.14643547,0.13259435
-0.13493037,-0.07026843,0.178816,0.089826584,-0.095704965,0.19546776,0.044146445,0.1055291,0.14984468,0.08466609
-0.1353472,-0.06838652,0.17873566,0.09085686,-0.09740607,0.19524062,0.04184847,0.105558425,0.15017128,0.08336392
-0.09883598,-0.003282887,0.15505464,0.114509135,-0.138544,0.17579167,0.0051878653,0.09494752,0.13915731,0.030519571
-0.1301174,0.013367065,0.1349463,0.12112666,-0.18280715,0.13910088,-0.01932325,0.09644606,0.1446817,0.024493432
-0.14482054,-0.0010654072,0.13878304,0.12398152,-0.16767423,0.15633368,0.007735915,0.096809514,0.1345238,0.04051081
-0.06318861,-0.15420955,0.14347275,0.020949123,0.021172557,0.17772023,0.12716478,0.09733707,0.14793077,0.13439319
-0.1376353,0.0015926425,0.1499824,0.1309917,-0.17064562,0.14434384,-0.003727767,0.098754995,0.13609228,0.023289317
-0.12989847,-0.018002164,0.16155498,0.11466632,-0.14675279,0.16536108,-7.624961e-05,0.10185275,0.12200346,0.0212918
-0.1419595,0.0034899416,0.15036213,0.1334669,-0.16553941,0.15074703,-0.006360084,0.10253886,0.13577278,0.027479628
-0.13137761,-0.00041708752,0.15657827,0.12877513,-0.179702,0.1532474,-0.011216936,0.09519033,0.13682245,0.018208705
-0.12295785,-0.008969265,0.14262287,0.116047524,-0.16543266,0.16258803,0.016192138,0.11038155,0.13814737,0.05173957
-0.13148938,0.0034414793,0.14465809,0.12819988,-0.18584584,0.14854138,0.012481349,0.10055316,0.1359079,0.041870292
-0.08053627,-0.14967108,0.14390305,0.031390026,0.017111905,0.18374188,0.1174788,0.105171934,0.1500132,0.13035086
-0.1398728,-0.056044154,0.16710213,0.11652168,-0.14671113,0.1586598,0.048444036,0.11462535,0.1483072,0.07440067
-0.12969014,-0.04377065,0.15423964,0.12167545,-0.14682578,0.16141036,0.031362817,0.10368283,0.139849,0.061660077
-0.07234304,-0.15654616,0.13800165,0.022295631,0.021223238,0.1836895,0.12132301,0.10200251,0.14350559,0.13404426
-0.13824877,-0.009392284,0.1474211,0.11363885,-0.1577008,0.16238129,0.0032623212,0.10594248,0.14136253,0.03848228
-0.111824386,-0.069022775,0.16541801,0.1007292,-0.0976443,0.15118447,0.069138125,0.10498747,0.13552512,0.07239167
-0.067957155,-0.1529616,0.13795617,0.026160806,0.007911349,0.1818579,0.12545128,0.10367622,0.14642626,0.13882743
-0.081275955,-0.13862255,0.14798538,0.038602132,-0.0013342347,0.18492016,0.11297953,0.10221309,0.15073317,0.13215011
-0.13580419,0.016356403,0.14028883,0.13316615,-0.17693552,0.14416598,-0.0068192002,0.10442208,0.12471797,0.017472109
-0.09565757,-0.03740557,0.14290549,0.109454,-0.12245859,0.14959778,0.035693873,0.1087226,0.13691477,0.05508243
-0.07336616,-0.16444284,0.1347256,0.02198922,0.012347461,0.17829813,0.117468424,0.092176706,0.14674687,0.13781519
-0.13757178,-0.06417807,0.17881511,0.09402633,-0.10199318,0.19432446,0.03713254,0.10476258,0.1488529,0.08032496
-0.06318861,-0.15420955,0.14347275,0.020949123,0.021172557,0.17772023,0.12716478,0.09733707,0.14793077,0.13439319
-0.074030325,-0.14360836,0.15678824,0.030599449,0.011031307,0.19270839,0.10533534,0.10855992,0.1432642,0.13578512
-0.13493864,-0.08079381,0.17863785,0.087062694,-0.08708601,0.19580133,0.057349745,0.10293902,0.14288986,0.09306393
-0.13382642,-0.019595562,0.15517215,0.11294896,-0.14724049,0.16045924,0.028899677,0.10634773,0.14922106,0.056347653
-0.10923407,-0.116464764,0.16035166,0.0752939,-0.072724365,0.17929651,0.10572498,0.1064246,0.15496974,0.11770139
-0.103103034,-0.080948494,0.14669867,0.07226092,-0.09154714,0.18019094,0.0500426,0.10138339,0.17095916,0.07401666
-0.059713528,-0.1382615,0.13355789,0.01233533,0.021434573,0.17613892,0.13468948,0.10071045,0.14529422,0.14044288
-0.07304705,-0.14736749,0.15155514,0.022931589,0.023352996,0.18806681,0.118285015,0.10812344,0.14337488,0.14013784
-0.12481202,-0.01758229,0.15901986,0.12062945,-0.18040548,0.16224866,-0.007866609,0.09449989,0.13581128,0.0320499
-0.09380914,-0.108570665,0.15610817,0.062609404,-0.036940854,0.18928267,0.099905565,0.11150618,0.15627612,0.116919376
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.07166811,-0.14949669,0.14123219,0.030824553,0.008932506,0.17519552,0.1388179,0.09686164,0.13226646,0.13165258
-0.11020137,-0.04010907,0.15499806,0.111352615,-0.13929056,0.17028105,0.02814056,0.11010217,0.14136194,0.059398033
-0.08722701,-0.15297216,0.13991748,0.034893274,0.0006881243,0.17909479,0.1253304,0.092494585,0.16016527,0.12915374
-0.12660788,-0.074540645,0.14126715,0.1065286,-0.09929844,0.17802292,0.028244851,0.11038051,0.1405212,0.07616799
-0.12296498,-0.025494404,0.16092056,0.11777111,-0.13576426,0.17509541,0.014415185,0.089008294,0.13440518,0.05136493
-0.09385051,-0.13743028,0.1582017,0.036575686,-0.002507728,0.18363623,0.10254692,0.09630763,0.15300806,0.1330308
-0.085695334,-0.12259463,0.16280831,0.06584832,-0.025794474,0.185074,0.11075789,0.106520824,0.14609738,0.13057868
-0.12187013,-0.061789908,0.16113806,0.08814956,-0.104996495,0.17947383,0.05819342,0.11778831,0.16069578,0.08455321
-0.0724804,-0.15569289,0.12333427,0.02427351,0.034512654,0.17324199,0.14562373,0.092777744,0.13637084,0.13855395
-0.1541064,-0.068607196,0.14562874,0.10910518,-0.13616937,0.15086046,0.04661479,0.1159777,0.12781206,0.05020715
-0.13137068,-0.07608721,0.17954548,0.08573337,-0.09071232,0.19697274,0.050890803,0.10557988,0.15085419,0.08938902
-0.12525567,-0.078512646,0.17554526,0.08407583,-0.0843174,0.19747412,0.054825064,0.10559506,0.15086049,0.09380014
-0.1365188,0.008007408,0.14350043,0.13104416,-0.17607988,0.1440739,0.0038112989,0.10285861,0.12582324,0.028377075
-0.13167892,-0.024342708,0.1665341,0.13397633,-0.14361125,0.16289043,0.017802399,0.10485703,0.15201618,0.0407202
-0.0798806,-0.1462149,0.14189279,0.029223243,0.015111977,0.18230811,0.11729569,0.105252735,0.15135033,0.130048
-0.14471644,-0.0044596163,0.15163115,0.1311257,-0.15963997,0.16149446,-0.0020690502,0.10317692,0.14042246,0.04051676
-0.14558925,-0.014053331,0.15378888,0.12719081,-0.14340854,0.15563105,-0.0061620967,0.098738156,0.13544357,0.026451344
-0.12371284,-0.013957761,0.14248669,0.12714414,-0.17130375,0.16438724,0.02600798,0.107426815,0.13331234,0.036103502
-0.074513346,-0.098634474,0.13346261,0.03796327,-0.032612417,0.18966626,0.09821655,0.12243558,0.18740056,0.11630485
-0.095618546,-0.13320428,0.15243308,0.053358234,-0.03223029,0.18774511,0.10251962,0.10137542,0.14408462,0.12802579
-0.1319681,0.0013922901,0.15264586,0.12535994,-0.17973739,0.12803918,0.015965551,0.089858554,0.13767825,0.034973383
-0.12813328,0.004466806,0.15435702,0.12529045,-0.16534446,0.15557876,0.0029155219,0.101360835,0.13764717,0.02950011
-0.07205867,-0.13884886,0.1506331,0.027457336,0.011067045,0.1868526,0.119286746,0.105549276,0.1533952,0.13434522
-0.068954356,-0.14366029,0.14336267,0.026575437,0.015815228,0.19015259,0.12412306,0.09670315,0.14863944,0.13882512
-0.071802944,-0.14790791,0.14338367,0.018082947,0.015778739,0.18032524,0.12970133,0.09693639,0.14932084,0.1301448
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.106027864,-0.02947924,0.1606993,0.12522973,-0.16602801,0.15521155,0.009103282,0.097847916,0.14202578,0.04317322
-0.13511978,0.017796358,0.1483459,0.11946859,-0.17309278,0.1491379,0.0024902655,0.09985496,0.13780946,0.029765785
-0.059651505,-0.1277358,0.13702728,0.03678781,0.0041475673,0.18359831,0.12475824,0.11940969,0.16121262,0.133309
-0.063838266,-0.15204687,0.14679995,0.0214361,0.028801927,0.17733105,0.13464892,0.096145354,0.14520743,0.13405481
-0.09706312,-0.13797165,0.15867728,0.06126595,-0.02788122,0.17596239,0.084044844,0.102435224,0.14594756,0.11878794
-0.14137073,0.004997463,0.13400154,0.12327706,-0.16716188,0.15078323,0.0017691731,0.09953353,0.13709146,0.03487029
-0.059475176,-0.15338868,0.11461447,0.026993811,0.026667055,0.18408707,0.12755154,0.08334351,0.1517625,0.13070838
-0.0856377,-0.14073583,0.14668436,0.046839368,-0.023108928,0.1957878,0.08768731,0.104412146,0.15395187,0.119752906
-0.06483929,-0.15726115,0.13275664,0.014903222,0.024329398,0.18321647,0.12735122,0.097901,0.14369257,0.14192806
-0.05495314,-0.17192318,0.10930507,0.01960618,0.034383457,0.18036346,0.13417351,0.0731033,0.1551178,0.12530506
-0.07689551,-0.15742345,0.14037384,0.02297213,0.011241568,0.17934906,0.12195289,0.10133267,0.1464977,0.13591903
-0.074166834,-0.14448613,0.13786857,0.025419705,0.021471253,0.18019949,0.11709563,0.1030638,0.15086746,0.13097778
-0.12787691,0.004088567,0.15480568,0.1252033,-0.16506714,0.15544598,0.0031316304,0.10145834,0.13779242,0.029841203
-0.082848,-0.13187505,0.15006614,0.0419721,0.0057077412,0.18383525,0.117553696,0.10469505,0.14832723,0.12734424
-0.10615666,-0.066606686,0.15694489,0.107437536,-0.10606209,0.15740788,0.055827726,0.10090291,0.13875389,0.06263679
-0.070363306,-0.14116906,0.14511369,0.03219502,0.01491312,0.18215361,0.12015224,0.10193797,0.15206182,0.13053307
-0.08410164,-0.13767944,0.13137746,0.06190609,-0.032167815,0.18318224,0.09321161,0.100679725,0.14362688,0.13293357
-0.077046245,-0.15347141,0.13904646,0.024452934,0.0123018725,0.18444383,0.11839938,0.10341993,0.14411813,0.13269565
-0.1371893,-0.008446376,0.15023465,0.122213125,-0.16839503,0.16277127,0.014510016,0.102654114,0.13997193,0.04728157
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.11119034,-0.026686274,0.13588732,0.11955713,-0.14462377,0.17125767,0.03897764,0.098549575,0.15378025,0.041725438
-0.08727891,-0.15053622,0.14534715,0.031496715,-0.006466088,0.18522012,0.116573595,0.1046179,0.14970383,0.13186148
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.11893282,-0.066587,0.17514184,0.10232109,-0.10438764,0.17452838,0.046444558,0.10417537,0.15713619,0.061752778
-0.12151688,-0.0051870625,0.13410501,0.12881,-0.18050599,0.1493488,-0.022237541,0.09563375,0.13299978,0.02978589
-0.12968208,-0.0034117969,0.13898605,0.12846032,-0.15215336,0.17527378,0.00925955,0.1023434,0.13013259,0.035409678
-0.116462186,-0.020543106,0.15730126,0.124050796,-0.16457167,0.14463128,0.023934651,0.101017945,0.13335428,0.034096893
-0.14835867,-0.05662404,0.17259726,0.12368326,-0.14249338,0.16720831,0.044300858,0.108592674,0.14629515,0.077760175
-0.09907851,-0.08528152,0.1553805,0.08472487,-0.09987041,0.16272673,0.071166694,0.10140881,0.16382895,0.08313608
-0.12534422,0.009728624,0.14956106,0.12092137,-0.15769611,0.16765122,-0.0070280363,0.106836565,0.13965414,0.03314551
-0.13511007,0.030934568,0.14105572,0.1300578,-0.18628219,0.11953354,-0.04356554,0.076688804,0.12951587,-0.0038863535
-0.06828792,-0.15423515,0.14022827,0.03767246,-0.022633456,0.1672706,0.120626114,0.095397584,0.14054583,0.12097701
-0.15306255,0.0061082225,0.13403624,0.12726037,-0.17468621,0.14011957,0.007436385,0.08715046,0.13789906,0.02114566
-0.05858668,-0.15568468,0.13261662,0.011774563,0.033702567,0.18790646,0.119402096,0.0933745,0.13624692,0.13489695
-0.13772425,0.00064943306,0.15546355,0.12662552,-0.15521917,0.16181397,-0.00012496507,0.10910227,0.14011371,0.029064758
-0.08258446,-0.14586337,0.15217005,0.04438035,-0.02196108,0.16952093,0.11756835,0.106160596,0.15944906,0.11373472
-0.081645064,-0.14098881,0.1393006,0.035837043,-0.00462059,0.1855979,0.11134355,0.107287414,0.15671386,0.12560715
-0.13181743,-0.010700787,0.1642746,0.11608133,-0.14728683,0.1614264,-0.0014175316,0.10461957,0.14307818,0.028157936
-0.08706028,-0.13538356,0.14680588,0.040251836,-0.0064300206,0.18227962,0.12035412,0.103648745,0.1487222,0.12812375
-0.061438337,-0.1629518,0.12709343,0.028758768,0.02112561,0.18599613,0.11907194,0.09229648,0.15529966,0.14462529
-0.12658083,-0.008667683,0.15399924,0.14787042,-0.14041542,0.14741324,3.6231595e-05,0.09752737,0.13238026,0.02485308
-0.14095876,0.012195123,0.13847291,0.12540177,-0.17269197,0.15268064,-0.007875056,0.100356266,0.1367179,0.025039583
-0.07191711,-0.13916057,0.15027298,0.026733782,0.0116824135,0.18670405,0.1196588,0.10554867,0.15336718,0.13438818
-0.07409364,-0.1401059,0.14288738,0.034832332,0.0007131799,0.18549497,0.123975195,0.10043691,0.14303686,0.13604647
-0.052006315,-0.14948212,0.121410586,0.042127296,0.017413253,0.17954537,0.11948715,0.12561293,0.15730515,0.13555187
-0.09215506,-0.13380311,0.1485476,0.036309484,-0.007257814,0.18550994,0.11118982,0.10495502,0.15928593,0.12482271
-0.11992225,-0.008451887,0.13435909,0.12841676,-0.17947857,0.15059812,-0.021597654,0.09535221,0.1337612,0.03177523
-0.12980361,-0.020903422,0.13373719,0.11197237,-0.16092283,0.17518944,0.022107765,0.09835146,0.14552262,0.050202005
-0.10197987,-0.10641336,0.15590209,0.07149214,-0.0594596,0.18558231,0.101849705,0.10568629,0.14756475,0.10344386
-0.13874693,-0.0128946155,0.15299705,0.11364347,-0.1584504,0.16666536,0.021562774,0.10247106,0.13559735,0.058442306
-0.07741578,-0.13799748,0.14634849,0.036571786,-0.000444756,0.18913132,0.092942,0.10172028,0.1565478,0.1346271
-0.086902775,-0.14327136,0.14867295,0.043905176,-0.013828206,0.19053973,0.11874037,0.09523608,0.15414086,0.12896596
-0.097709104,-0.0829402,0.13236576,0.07044852,-0.07511553,0.19087772,0.06422719,0.11418113,0.17349236,0.09230061
-0.14649154,-0.006461938,0.15306108,0.13533027,-0.15129104,0.1506314,0.011258665,0.10501831,0.13635671,0.035527177
-0.085928924,-0.113655455,0.130826,0.07525814,-0.050582413,0.17038013,0.08089967,0.0977086,0.14574409,0.09708737
-0.08269517,-0.14336438,0.14497982,0.03320173,0.0038590746,0.18545368,0.11274304,0.1026942,0.150162,0.12888482
-0.12395948,-0.019157339,0.15601246,0.12520556,-0.16568363,0.15205655,0.007815375,0.09982806,0.13708673,0.033039298
-0.13095163,-0.010469082,0.14974342,0.11755392,-0.15408525,0.17039402,0.0026415451,0.110304624,0.14645271,0.042550474
-0.06618095,-0.12538368,0.16581635,0.042817894,-0.00046318662,0.18681443,0.124760196,0.10567913,0.14078039,0.13866206
-0.12999149,0.010055957,0.14787847,0.13094637,-0.164949,0.15326308,0.0010221459,0.10303931,0.13404657,0.033297576
-0.13487719,-0.075676695,0.18075138,0.088052474,-0.09313726,0.19607113,0.05252411,0.10363668,0.14594398,0.08904596
-0.07085895,-0.14173402,0.13745253,0.018408054,-0.0074010356,0.19012858,0.12151753,0.10026133,0.16801375,0.12634203
-0.1257845,-0.037840787,0.1536866,0.10384343,-0.14194949,0.18129694,0.02945382,0.10862852,0.14667726,0.069682576
-0.07990611,-0.14156307,0.14442623,0.02729892,0.009778476,0.18594526,0.11848933,0.100950286,0.15040039,0.127715
-0.08562629,-0.13517575,0.15139051,0.033587288,-0.013292126,0.1942763,0.106773,0.11276621,0.15741065,0.12628561
-0.0847541,-0.15299264,0.14066689,0.046539843,-0.010192635,0.18004976,0.10260496,0.10272419,0.14477316,0.13363715
